,Date,location,new_cases,new_deaths,total_cases,total_deaths,weekly_cases,weekly_deaths,biweekly_cases,biweekly_deaths,population,new_cases_per,new_deaths_per,total_cases_per,total_deaths_per,weekly_cases_per,weekly_deaths_per,biweekly_cases_per,biweekly_deaths_per
231,9/17/2020,United Kingdom,3410,21,384087,41794,23543,97,41379,178,67886004,5.023126711,0.030934211,565.7823076,61.56497295,34.68019711,0.142886596,60.95365401,0.262204268
232,9/18/2020,United Kingdom,4329,27,388416,41821,24328,118,43730,195,67886004,6.376866725,0.039772558,572.1591744,61.60474551,35.8365474,0.173820807,64.41681263,0.287246249
233,9/19/2020,United Kingdom,4429,27,392845,41848,25253,136,46332,210,67886004,6.524172494,0.039772558,578.6833469,61.64451807,37.19912576,0.200335845,68.24970873,0.309342114
234,9/20/2020,United Kingdom,3899,18,396744,41866,25814,149,47244,226,67886004,5.74345192,0.026515038,584.4267988,61.6710331,38.02551112,0.219485595,69.59313734,0.332911037
235,9/21/2020,United Kingdom,4378,11,401122,41877,27567,151,48671,234,67886004,6.449046552,0.016203635,590.8758453,61.68723674,40.60778124,0.222431711,71.69519066,0.344695499
236,9/22/2020,United Kingdom,4936,37,406058,41914,29388,161,51126,239,67886004,7.271012741,0.054503134,598.1468581,61.74173987,43.29021929,0.237162288,75.31154728,0.352060787
237,9/23/2020,United Kingdom,6187,37,412245,41951,31568,178,54632,268,67886004,9.113807907,0.054503134,607.260666,61.79624301,46.50148505,0.262204268,80.47608753,0.39477946
238,9/24/2020,United Kingdom,6644,40,418889,41991,34802,197,58345,294,67886004,9.786995269,0.058922307,617.0476613,61.85516532,51.26535361,0.290192364,85.94555072,0.43307896
239,9/25/2020,United Kingdom,6878,34,425767,42025,37351,204,61679,322,67886004,10.13169077,0.050083961,627.179352,61.90524928,55.02017765,0.300503768,90.85672505,0.474324575
240,9/26/2020,United Kingdom,6050,35,431817,42060,38972,212,64225,348,67886004,8.911999004,0.051557019,636.091351,61.9568063,57.40800416,0.31228823,94.60712992,0.512624075
241,9/27/2020,United Kingdom,5700,17,437517,42077,40773,211,66587,360,67886004,8.396428813,0.025041981,644.4877798,61.98184828,60.06098105,0.310815172,98.08649217,0.530300767
242,9/28/2020,United Kingdom,4056,13,441573,42090,40451,213,68018,364,67886004,5.974721977,0.01914975,650.4625018,62.00099803,59.58665648,0.313761287,100.1944377,0.536192998
243,9/29/2020,United Kingdom,7156,72,448729,42162,42671,248,72059,409,67886004,10.5412008,0.106060153,661.0037026,62.10705818,62.85684454,0.365318306,106.1470638,0.602480594
244,9/30/2020,United Kingdom,7117,71,455846,42233,43601,282,75169,460,67886004,10.48375156,0.104587096,671.4874542,62.21164528,64.22678819,0.415402268,110.7282732,0.677606536
245,10/1/2020,United Kingdom,6929,59,462775,42292,43886,301,78688,498,67886004,10.20681671,0.086910404,681.6942709,62.29855568,64.64660963,0.443390364,115.9119632,0.733582728
246,10/2/2020,United Kingdom,6994,66,469769,42358,44002,333,81353,537,67886004,10.30256546,0.097221807,691.9968363,62.39577749,64.81748432,0.49052821,119.837662,0.791031978
247,10/3/2020,United Kingdom,12885,49,482654,42407,50837,347,89809,559,67886004,18.98034829,0.072179827,710.9771846,62.46795731,74.88583361,0.511151017,132.2938378,0.823439247
248,10/4/2020,United Kingdom,22965,33,505619,42440,68102,363,108875,574,67886004,33.82876977,0.048610904,744.8059544,62.51656822,100.3181746,0.53471994,160.3791556,0.845535112
249,10/5/2020,United Kingdom,12603,19,518222,42459,76649,369,117100,582,67886004,18.56494602,0.027988096,763.3709004,62.54455631,112.9083986,0.543558286,172.4950551,0.857319574
250,10/6/2020,United Kingdom,14557,76,532779,42535,84050,373,126721,621,67886004,21.44330074,0.111952384,784.8142012,62.6565087,123.8104986,0.549450517,186.6673431,0.914768823
251,10/7/2020,United Kingdom,14173,70,546952,42605,91106,372,134707,654,67886004,20.87764659,0.103114038,805.6918478,62.75962273,134.2043936,0.547977459,198.4311818,0.963379727
252,10/8/2020,United Kingdom,17550,77,564502,42682,101727,390,145613,691,67886004,25.8521624,0.113425442,831.5440102,62.87304818,149.8497393,0.574492498,214.4963489,1.017882861
253,10/9/2020,United Kingdom,13888,87,578390,42769,108621,411,152623,744,67886004,20.45782515,0.128156019,852.0018353,63.0012042,160.004999,0.605426709,224.8224833,1.095954919
254,10/10/2020,United Kingdom,15175,81,593565,42850,110911,443,161748,790,67886004,22.35365039,0.119317673,874.3554857,63.12052187,163.3783011,0.652564555,238.2641347,1.163715572
255,10/11/2020,United Kingdom,12882,65,606447,42915,100828,475,168930,838,67886004,18.97592912,0.09574875,893.3314148,63.21627062,148.5254604,0.699702401,248.843635,1.234422341
256,10/12/2020,United Kingdom,14011,50,620458,42965,102236,506,178885,875,67886004,20.63901125,0.073652884,913.9704261,63.2899235,150.5995256,0.745367189,263.5079243,1.288925476
257,10/13/2020,United Kingdom,17250,143,637708,43108,104929,573,188979,946,67886004,25.41024509,0.210647249,939.3806712,63.50057075,154.56647,0.844062054,278.3769685,1.393512571
258,10/14/2020,United Kingdom,19751,137,657459,43245,110507,640,201613,1012,67886004,29.09436237,0.201808903,968.4750335,63.70237965,162.7831858,0.942756919,296.9875794,1.490734379
259,10/15/2020,United Kingdom,18996,138,676455,43383,111953,701,213680,1091,67886004,27.98220381,0.203281961,996.4572373,63.90566161,164.9132272,1.032613438,314.7629665,1.607105936
260,10/16/2020,United Kingdom,15657,136,692112,43519,113722,750,222343,1161,67886004,23.0636642,0.200335845,1019.520902,64.10599746,167.5190662,1.104793265,327.5240652,1.710219974
261,10/17/2020,United Kingdom,16186,150,708298,43669,114733,819,225644,1262,67886004,23.84291171,0.220958653,1043.363813,64.32695611,169.0083275,1.206434245,332.3866286,1.8589988
262,10/18/2020,United Kingdom,16994,67,725292,43736,118845,821,219673,1296,67886004,25.03314232,0.098694865,1068.396956,64.42565098,175.0655408,1.209380361,323.5910012,1.909082762
263,10/19/2020,United Kingdom,18830,80,744122,43816,123664,851,225900,1357,67886004,27.73767624,0.117844615,1096.134632,64.54349559,182.1642057,1.253572091,332.7637314,1.998939281
264,10/20/2020,United Kingdom,21365,241,765487,44057,127779,949,232708,1522,67886004,31.47187747,0.355006902,1127.606509,64.8985025,188.2258381,1.397931745,342.7923081,2.241993799
265,10/21/2020,United Kingdom,26707,191,792194,44248,134735,1003,245242,1643,67886004,39.34095163,0.281354018,1166.947461,65.17985651,198.4724274,1.47747686,361.2556132,2.420233779
266,10/22/2020,United Kingdom,21257,189,813451,44437,136996,1054,248949,1755,67886004,31.31278724,0.278407903,1198.260248,65.45826442,201.8030108,1.552602802,366.716238,2.58521624
267,10/23/2020,United Kingdom,20559,224,834010,44661,141898,1142,255620,1892,67886004,30.28459298,0.329964922,1228.544841,65.78822934,209.0239396,1.682231878,376.5430058,2.787025143
268,10/24/2020,United Kingdom,23033,174,857043,44835,148745,1166,263478,1985,67886004,33.92893769,0.256312037,1262.473779,66.04454138,219.1099656,1.717585262,388.1182931,2.924019508
269,10/25/2020,United Kingdom,19797,151,876840,44986,151548,1250,270393,2071,67886004,29.16212302,0.222431711,1291.635902,66.26697309,223.2389463,1.841322108,398.304487,3.050702469
270,10/26/2020,United Kingdom,20900,102,897740,45088,153618,1272,277282,2123,67886004,30.78690565,0.150251884,1322.422808,66.41722497,226.2881757,1.873729377,408.4523814,3.127301469
271,10/27/2020,United Kingdom,22924,367,920664,45455,155177,1398,282956,2347,67886004,33.76837441,0.540612171,1356.191182,66.95783714,228.5846726,2.059334646,416.8105107,3.45726639
272,10/28/2020,United Kingdom,24714,310,945378,45765,153184,1517,287919,2520,67886004,36.40514766,0.456647883,1392.59633,67.41448502,225.6488687,2.23462851,424.121296,3.71210537
273,10/29/2020,United Kingdom,23078,280,968456,46045,155005,1608,292001,2662,67886004,33.99522529,0.412456152,1426.591555,67.82694118,228.3313067,2.36867676,430.1343175,3.921279562
274,10/30/2020,United Kingdom,24418,274,992874,46319,158864,1658,300762,2800,67886004,35.96912259,0.403617806,1462.560677,68.23055898,234.0158363,2.442329644,443.0397759,4.124561522
275,10/31/2020,United Kingdom,21919,326,1014793,46645,157750,1810,306495,2976,67886004,32.28795143,0.480216806,1494.848629,68.71077579,232.3748501,2.666234413,451.4848156,4.383819675
276,11/1/2020,United Kingdom,23261,162,1038054,46807,161214,1821,312762,3071,67886004,34.26479485,0.238635345,1529.113424,68.94941113,237.4775219,2.682438047,460.7164682,4.523760155
277,11/2/2020,United Kingdom,18967,136,1057021,46943,159281,1855,312899,3127,67886004,27.93948514,0.200335845,1557.052909,69.14974698,234.6301014,2.732522009,460.9182771,4.606251386
278,11/3/2020,United Kingdom,20078,397,1077099,47340,156435,1885,311612,3283,67886004,29.57605223,0.584803902,1586.628961,69.73455088,230.4377792,2.776713739,459.0224518,4.836048385
279,11/4/2020,United Kingdom,25206,492,1102305,47832,156927,2067,310111,3584,67886004,37.12989205,0.724744382,1623.758853,70.45929526,231.1625236,3.044810238,456.8113922,5.279438749
280,11/5/2020,United Kingdom,24164,378,1126469,48210,158013,2165,313018,3773,67886004,35.59496594,0.556815806,1659.353819,71.01611107,232.7622642,3.189169891,461.0935709,5.557846651
281,11/6/2020,United Kingdom,23322,355,1149791,48565,156917,2246,315781,3904,67886004,34.35465137,0.522935479,1693.70847,71.53904655,231.147793,3.308487564,465.1636293,5.750817208
282,11/7/2020,United Kingdom,24979,413,1174770,48978,159977,2333,317727,4143,67886004,36.79550795,0.608372825,1730.503978,72.14741937,235.6553495,3.436643583,468.0301996,6.102877995
283,11/8/2020,United Kingdom,20580,156,1195350,49134,157296,2327,318510,4148,67886004,30.31552719,0.229796999,1760.819506,72.37721637,231.7060819,3.427805237,469.1836037,6.110243284
284,11/9/2020,United Kingdom,21397,195,1216747,49329,159726,2386,319007,4241,67886004,31.51901532,0.287246249,1792.338521,72.66446262,235.285612,3.51471564,469.9157134,6.247237649
285,11/10/2020,United Kingdom,20451,532,1237198,49861,160099,2521,316534,4406,67886004,30.12550275,0.783666689,1822.464024,73.44812931,235.8350626,3.713578428,466.2728417,6.490292167
286,11/11/2020,United Kingdom,23000,596,1260198,50457,157893,2625,314820,4692,67886004,33.88032679,0.877942381,1856.34435,74.32607169,232.5854973,3.866776427,463.7480209,6.911586665
287,11/12/2020,United Kingdom,33517,563,1293715,51020,167246,2810,325259,4975,67886004,49.37247448,0.829331478,1905.716825,75.15540317,246.3630058,4.139292099,479.1252701,7.32846199
288,11/13/2020,United Kingdom,27316,376,1321031,51396,171240,2831,328157,5077,67886004,40.23804377,0.55386969,1945.954869,75.70927286,252.2463982,4.170226311,483.3941912,7.478713875
289,11/14/2020,United Kingdom,26876,462,1347907,51858,173137,2880,333114,5213,67886004,39.58989838,0.680552651,1985.544767,76.38982551,255.0407887,4.242406137,490.6961382,7.67904972
290,11/15/2020,United Kingdom,24977,168,1372884,52026,177534,2892,334830,5219,67886004,36.79256184,0.247473691,2022.337329,76.6372992,261.5178233,4.260082829,493.2239052,7.687888066
291,11/16/2020,United Kingdom,21415,214,1394299,52240,177552,2911,337278,5297,67886004,31.54553036,0.315234345,2053.882859,76.95253354,261.5443384,4.288070925,496.8299504,7.802786566
292,11/17/2020,United Kingdom,20060,599,1414359,52839,177161,2978,337260,5499,67886004,29.54953719,0.882361554,2083.432396,77.8348951,260.9683728,4.38676579,496.8034354,8.100344218
293,11/18/2020,United Kingdom,19645,529,1434004,53368,173806,2911,331699,5536,67886004,28.93821825,0.779247516,2112.370615,78.61414261,256.0262643,4.288070925,488.6117616,8.154847353
294,11/19/2020,United Kingdom,22936,502,1456940,53870,163225,2850,330471,5660,67886004,33.7860511,0.739474959,2146.156666,79.35361757,240.4398409,4.198214407,486.8028467,8.337506506
295,11/20/2020,United Kingdom,20274,511,1477214,54381,156183,2985,327423,5816,67886004,29.86477154,0.752732478,2176.021437,80.10635005,230.0665687,4.397077194,482.3129669,8.567303505
296,11/21/2020,United Kingdom,19921,340,1497135,54721,149228,2863,322365,5743,67886004,29.34478217,0.500839613,2205.36622,80.60718966,219.8214524,4.217364157,474.8622411,8.459770294
297,11/22/2020,United Kingdom,18667,399,1515802,55120,142918,3094,320452,5986,67886004,27.49756783,0.587750017,2232.863787,81.19493968,210.5264584,4.557640482,472.0442818,8.817723312
298,11/23/2020,United Kingdom,15465,207,1531267,55327,136968,3087,314520,5998,67886004,22.78083712,0.304922941,2255.644624,81.49986262,201.7617652,4.547329078,463.3061036,8.835400004
299,11/24/2020,United Kingdom,11344,608,1542611,55935,128252,3096,305413,6074,67886004,16.7103664,0.895619073,2272.354991,82.3954817,188.9225944,4.560586597,449.8909672,8.947352388
300,11/25/2020,United Kingdom,18261,695,1560872,56630,126868,3262,300674,6173,67886004,26.89950641,1.023775092,2299.254497,83.41925679,186.8838826,4.805114173,442.9101468,9.093185099
301,11/26/2020,United Kingdom,17557,498,1578429,57128,121489,3258,284714,6108,67886004,25.8624738,0.733582728,2325.116971,84.15283952,178.9603053,4.799221943,419.4001462,8.997436349
302,11/27/2020,United Kingdom,14821,520,1593250,57648,116036,3267,272219,6252,67886004,21.83218797,0.765989997,2346.949159,84.91882951,170.9277217,4.812479462,400.9942904,9.209556656
303,11/28/2020,United Kingdom,15891,479,1609141,58127,112006,3406,261234,6269,67886004,23.4083597,0.705594632,2370.357519,85.62442414,164.9912992,5.01723448,384.8127517,9.234598637
304,11/29/2020,United Kingdom,12164,215,1621305,58342,105503,3222,248421,6316,67886004,17.9182737,0.316707403,2388.275792,85.94113155,155.4120051,4.746191866,365.9384635,9.303832348
305,11/30/2020,United Kingdom,12428,203,1633733,58545,102466,3218,239434,6305,67886004,18.30716093,0.29903071,2406.582953,86.24016226,150.9383289,4.740299635,352.7000941,9.287628714
306,12/1/2020,United Kingdom,13497,603,1647230,59148,104619,3213,232871,6309,67886004,19.8818596,0.888253785,2426.464813,87.12841604,154.1098221,4.732934347,343.0324165,9.293520944
307,12/2/2020,United Kingdom,16237,648,1663467,59796,102595,3166,229463,6428,67886004,23.91803766,0.954541381,2450.382851,88.08295742,151.1283533,4.663700636,338.0122359,9.468814809
308,12/3/2020,United Kingdom,14951,414,1678418,60210,99989,3082,221478,6340,67886004,22.02368547,0.609845882,2472.406536,88.69280331,147.289565,4.53996379,326.2498703,9.339185733
309,12/4/2020,United Kingdom,16382,504,1694800,60714,101550,3066,217586,6333,67886004,24.13163102,0.742421074,2496.538167,89.43522438,149.5890081,4.516394867,320.5167298,9.328874329
310,12/5/2020,United Kingdom,15579,397,1710379,61111,101238,2984,213244,6390,67886004,22.9487657,0.584803902,2519.486933,90.02002828,149.1294141,4.395604137,314.1207133,9.412838617
311,12/6/2020,United Kingdom,17372,231,1727751,61342,106446,3000,211949,6222,67886004,25.58995813,0.340276326,2545.076891,90.36030461,156.8010985,4.41917306,312.2131036,9.165364926
312,12/7/2020,United Kingdom,14774,189,1742525,61531,108792,2986,211258,6204,67886004,21.76295426,0.278407903,2566.839845,90.63871251,160.2568918,4.398550252,311.1952207,9.138849887
313,12/8/2020,United Kingdom,12386,599,1754911,62130,107681,2982,212300,6195,67886004,18.24529251,0.882361554,2585.085138,91.52107406,158.6203247,4.392658021,312.7301469,9.125592368
314,12/9/2020,United Kingdom,16634,533,1771545,62663,108078,2867,210673,6033,67886004,24.50284156,0.785139747,2609.587979,92.30621381,159.2051286,4.223256387,310.333482,8.886957023
315,12/10/2020,United Kingdom,21066,516,1792611,63179,114193,2969,214182,6051,67886004,31.03143322,0.760097766,2640.619413,93.06631158,168.2128764,4.373508271,315.5024414,8.913472061
316,12/11/2020,United Kingdom,21784,424,1814395,63603,119595,2889,221145,5955,67886004,32.08908864,0.624576459,2672.708501,93.69088804,176.170334,4.255663656,325.7593421,8.772058523
317,12/12/2020,United Kingdom,21554,520,1835949,64123,125570,3012,226808,5996,67886004,31.75028538,0.765989997,2704.458787,94.45687803,184.9718537,4.436849752,334.1012678,8.832453888
318,12/13/2020,United Kingdom,18541,144,1854490,64267,126739,2925,233185,5925,67886004,27.31196257,0.212120307,2731.770749,94.66899834,186.6938581,4.308693733,343.4949566,8.727866793
319,12/14/2020,United Kingdom,20377,233,1874867,64500,132342,2969,241134,5955,67886004,30.01649648,0.343222441,2761.787246,95.01222078,194.9474004,4.373508271,355.2042922,8.772058523
320,12/15/2020,United Kingdom,18569,506,1893436,65006,138525,2876,246206,5858,67886004,27.35320818,0.745367189,2789.140454,95.75758797,204.055316,4.236513906,362.6756408,8.629171928
321,12/16/2020,United Kingdom,25300,612,1918736,65618,147191,2955,255269,5822,67886004,37.26835947,0.901511304,2826.408813,96.65909927,216.8208339,4.352885464,376.0259626,8.576141851
322,12/17/2020,United Kingdom,35532,532,1954268,66150,161657,2971,275850,5940,67886004,52.34068572,0.783666689,2878.749499,97.44276596,238.1300864,4.376454387,406.3429628,8.749962658
323,12/18/2020,United Kingdom,28560,490,1982828,66640,168433,3037,288028,5926,67886004,42.07052753,0.721798266,2920.820026,98.16456423,248.1115253,4.473676194,424.2818593,8.72933985
324,12/19/2020,United Kingdom,27249,537,2010077,67177,174128,3054,299698,6066,67886004,40.1393489,0.791031978,2960.959375,98.95559621,256.5005888,4.498718175,441.4724425,8.935567926
325,12/20/2020,United Kingdom,36084,326,2046161,67503,191671,3236,318410,6161,67886004,53.15381356,0.480216806,3014.113189,99.43581301,282.3424398,4.766814674,469.036298,9.075508407
326,12/21/2020,United Kingdom,33517,215,2079678,67718,204811,3218,337153,6187,67886004,49.37247448,0.316707403,3063.485663,99.75252042,301.6984178,4.740299635,496.6458182,9.113807907
327,12/22/2020,United Kingdom,36931,691,2116609,68409,223173,3403,361698,6279,67886004,54.40149342,1.017882861,3117.887157,100.7704033,328.7467031,5.012815307,532.8020191,9.249329214
328,12/23/2020,United Kingdom,39387,748,2155996,69157,237260,3539,384451,6494,67886004,58.0193231,1.10184715,3175.90648,101.8722504,349.4976667,5.213151153,566.3185006,9.566036616
329,12/24/2020,United Kingdom,39148,575,2195144,69732,240876,3582,402533,6553,67886004,57.66726231,0.84700817,3233.573742,102.7192586,354.8242433,5.276492633,592.9543297,9.65294702
330,12/25/2020,United Kingdom,32803,570,2227947,70302,245119,3662,413552,6699,67886004,48.32071129,0.839642881,3281.894454,103.5589015,361.0744271,5.394337248,609.1859524,9.868013442
331,12/26/2020,United Kingdom,34788,211,2262735,70513,252658,3336,426786,6390,67886004,51.2447308,0.310815172,3333.139184,103.8697167,372.179809,4.914120442,628.6803978,9.412838617
332,12/27/2020,United Kingdom,32493,347,2295228,70860,249067,3357,440738,6593,67886004,47.86406341,0.511151017,3381.003248,104.3808677,366.8900588,4.945054654,649.2324986,9.711869327
333,12/28/2020,United Kingdom,41460,357,2336688,71217,257010,3499,461821,6717,67886004,61.07297168,0.525881594,3442.076219,104.9067493,378.590556,5.154228845,680.2889739,9.89452848
334,12/29/2020,United Kingdom,53275,458,2389963,71675,273354,3266,496527,6669,67886004,78.47714825,0.67466042,3520.553368,105.5814097,402.6662108,4.811006404,731.4129139,9.823821711
335,12/30/2020,United Kingdom,50239,982,2440202,72657,284206,3500,521466,7039,67886004,74.00494511,1.446542648,3594.558313,107.0279523,418.6518329,5.155701903,768.1494996,10.36885306
336,12/31/2020,United Kingdom,56029,965,2496231,73622,301087,3890,541963,7472,67886004,82.53394912,1.421500668,3677.092262,108.449453,443.5185197,5.730194401,798.342763,11.00668703
